sample_index,t_elapsed_sec,raw_lat,raw_lon,raw_enu_e,raw_enu_n,raw_speed_mps,raw_course_deg,raw_hdop,raw_sats,gnss_age_sec,filt_lat,filt_lon,filt_enu_e,filt_enu_n,filt_speed_mps,filt_course_deg,filt_ve,filt_vn,is_filtered,filter_mode,innovation_dist_m,displacement_m,accepted_count,rejected_count,reseed_count,filter_gnss_age_sec
1,0.0,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.32,12.9356335,77.6208171,0.315,1.781,0.74,227.4,-0.545,-0.501,True,moving,0.75,3.54,463,0,2,0.14
2,0.2,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.44,12.9356326,77.620816,0.195,1.681,0.74,227.4,-0.545,-0.501,True,moving,0.75,3.54,463,0,2,0.26
3,0.4,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.64,12.9356316,77.620815,0.087,1.57,0.74,227.4,-0.545,-0.501,True,moving,0.75,3.54,463,0,2,0.46
4,0.6,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.84,12.9356307,77.6208139,-0.033,1.469,0.74,227.4,-0.545,-0.501,True,moving,0.75,3.54,463,0,2,0.66
5,0.8,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.05,12.9356233,77.6208135,-0.076,0.646,0.96,212.0,-0.509,-0.814,True,moving,0.28,1.36,464,0,2,0.02
6,1.0,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.24,12.9356233,77.6208135,-0.076,0.646,0.96,212.0,-0.509,-0.814,True,moving,0.28,1.36,464,0,2,0.2
7,1.2,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.44,12.9356217,77.6208125,-0.184,0.468,0.96,212.0,-0.509,-0.814,True,moving,0.28,1.36,464,0,2,0.4
8,1.4,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.64,12.9356202,77.6208115,-0.293,0.301,0.96,212.0,-0.509,-0.814,True,moving,0.28,1.36,464,0,2,0.6
9,1.6,12.9356175,77.6208142,0.0,0.0,0.0,,1.35,6,0.84,12.9356186,77.6208105,-0.401,0.122,0.96,212.0,-0.509,-0.814,True,moving,0.28,1.36,464,0,2,0.8
10,1.8,12.9356093,77.6208218,0.825,-0.913,2.09,,1.39,6,0.04,12.935617,77.6208095,-0.51,-0.056,0.96,212.0,-0.509,-0.814,True,moving,0.28,1.36,464,0,2,1.0
11,2.0,12.9356093,77.6208218,0.825,-0.913,2.09,,1.39,6,0.24,12.9356388,77.6208175,0.358,2.371,1.96,359.8,-0.007,1.96,True,moving,0.31,1.6,465,0,2,0.13
12,2.2,12.9356093,77.6208218,0.825,-0.913,2.09,,1.39,6,0.44,12.9356426,77.6208175,0.358,2.794,1.96,359.8,-0.007,1.96,True,moving,0.31,1.6,465,0,2,0.33
13,2.4,12.9356093,77.6208218,0.825,-0.913,2.09,,1.39,6,0.64,12.9356464,77.6208175,0.358,3.217,1.96,359.8,-0.007,1.96,True,moving,0.31,1.6,465,0,2,0.53
14,2.6,12.9356093,77.6208218,0.825,-0.913,2.09,,1.39,6,0.84,12.9356502,77.6208175,0.358,3.64,1.96,359.8,-0.007,1.96,True,moving,0.31,1.6,465,0,2,0.73
15,2.8,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.04,12.9356539,77.6208174,0.347,4.052,1.96,359.8,-0.007,1.96,True,moving,0.31,1.6,465,0,2,0.93
16,3.0,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.24,12.9356435,77.6208187,0.488,2.894,1.62,0.8,0.023,1.62,True,moving,1.31,5.41,466,0,2,0.05
17,3.2,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.44,12.9356466,77.6208187,0.488,3.239,1.62,0.8,0.023,1.62,True,moving,1.31,5.41,466,0,2,0.25
18,3.4,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.64,12.9356497,77.6208188,0.499,3.584,1.62,0.8,0.023,1.62,True,moving,1.31,5.41,466,0,2,0.45
19,3.6,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.84,12.9356528,77.6208188,0.499,3.93,1.62,0.8,0.023,1.62,True,moving,1.31,5.41,466,0,2,0.65
20,3.8,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.06,12.93564,77.6208199,0.618,2.505,0.88,4.4,0.068,0.877,True,moving,1.21,5.2,467,0,2,0.02
21,4.0,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.24,12.93564,77.6208199,0.618,2.505,0.88,4.4,0.068,0.877,True,moving,1.21,5.2,467,0,2,0.2
22,4.2,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.44,12.9356417,77.62082,0.629,2.694,0.88,4.4,0.068,0.877,True,moving,1.21,5.2,467,0,2,0.4
23,4.4,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.64,12.9356433,77.6208202,0.651,2.872,0.88,4.4,0.068,0.877,True,moving,1.21,5.2,467,0,2,0.6
24,4.6,12.9356093,77.6208218,0.825,-0.913,0.0,,1.39,6,0.84,12.935645,77.6208203,0.662,3.061,0.88,4.4,0.068,0.877,True,moving,1.21,5.2,467,0,2,0.8
25,4.8,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.04,12.9356467,77.6208204,0.673,3.251,0.88,4.4,0.068,0.877,True,moving,1.21,5.2,467,0,2,1.0
26,5.0,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.24,12.9356358,77.620824,1.063,2.037,0.33,,0.0,0.0,True,stationary,0.62,3.01,468,0,2,0.13
27,5.2,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.44,12.9356362,77.6208245,1.117,2.082,0.32,,0.0,0.0,True,stationary,0.62,3.01,468,0,2,0.33
28,5.4,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.64,12.9356366,77.6208249,1.161,2.126,0.3,,0.0,0.0,True,stationary,0.62,3.01,468,0,2,0.53
29,5.6,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.84,12.935637,77.6208253,1.204,2.171,0.29,,0.0,0.0,True,stationary,0.62,3.01,468,0,2,0.73
30,5.8,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.04,12.9356373,77.6208257,1.248,2.204,0.28,,0.0,0.0,True,stationary,0.62,3.01,468,0,2,0.93
31,6.0,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.24,12.9356292,77.620827,1.389,1.302,0.3,,0.0,0.0,True,stationary,0.33,1.73,469,0,2,0.07
32,6.2,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.44,12.9356288,77.6208275,1.443,1.258,0.28,,0.0,0.0,True,stationary,0.33,1.73,469,0,2,0.27
33,6.4,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.64,12.9356285,77.6208279,1.486,1.225,0.27,,0.0,0.0,True,stationary,0.33,1.73,469,0,2,0.47
34,6.6,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.84,12.9356282,77.6208283,1.53,1.191,0.26,,0.0,0.0,True,stationary,0.33,1.73,469,0,2,0.67
35,6.8,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.04,12.935625,77.6208282,1.519,0.835,0.31,,0.0,0.0,True,stationary,0.13,0.64,470,0,2,0.02
36,7.0,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.24,12.9356246,77.6208286,1.562,0.79,0.3,,0.0,0.0,True,stationary,0.13,0.64,470,0,2,0.23
37,7.2,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.44,12.9356246,77.6208286,1.562,0.79,0.3,,0.0,0.0,True,stationary,0.13,0.64,470,0,2,0.42
38,7.4,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.64,12.9356241,77.6208289,1.595,0.735,0.29,,0.0,0.0,True,stationary,0.13,0.64,470,0,2,0.62
39,7.6,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.84,12.9356237,77.6208292,1.627,0.69,0.28,,0.0,0.0,True,stationary,0.13,0.64,470,0,2,0.82
40,7.8,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.04,12.9356232,77.6208295,1.66,0.635,0.26,,0.0,0.0,True,stationary,0.13,0.64,470,0,2,1.02
41,8.0,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.24,12.9356225,77.6208288,1.584,0.557,0.24,,0.0,0.0,True,stationary,0.05,0.23,471,0,2,0.14
42,8.2,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.44,12.9356221,77.6208291,1.617,0.512,0.23,,0.0,0.0,True,stationary,0.05,0.23,471,0,2,0.34
43,8.4,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.64,12.9356218,77.6208293,1.638,0.479,0.22,,0.0,0.0,True,stationary,0.05,0.23,471,0,2,0.54
44,8.6,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.84,12.9356214,77.6208295,1.66,0.434,0.21,,0.0,0.0,True,stationary,0.05,0.23,471,0,2,0.74
45,8.8,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.04,12.935621,77.6208297,1.682,0.39,0.21,,0.0,0.0,True,stationary,0.05,0.23,471,0,2,0.94
46,9.0,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.24,12.9356214,77.6208289,1.595,0.434,0.17,,0.0,0.0,True,stationary,0.06,0.28,472,0,2,0.06
47,9.2,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.44,12.9356211,77.6208291,1.617,0.401,0.16,,0.0,0.0,True,stationary,0.06,0.28,472,0,2,0.26
48,9.4,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.64,12.9356208,77.6208292,1.627,0.367,0.16,,0.0,0.0,True,stationary,0.06,0.28,472,0,2,0.46
49,9.6,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.84,12.9356206,77.6208293,1.638,0.345,0.15,,0.0,0.0,True,stationary,0.06,0.28,472,0,2,0.66
50,9.8,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.05,12.935621,77.6208288,1.584,0.39,0.12,,0.0,0.0,True,stationary,0.06,0.28,473,0,2,0.02
51,10.0,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.24,12.935621,77.6208288,1.584,0.39,0.12,,0.0,0.0,True,stationary,0.06,0.28,473,0,2,0.2
52,10.2,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.44,12.9356208,77.6208289,1.595,0.367,0.12,,0.0,0.0,True,stationary,0.06,0.28,473,0,2,0.4
53,10.4,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.64,12.9356206,77.620829,1.606,0.345,0.11,,0.0,0.0,True,stationary,0.06,0.28,473,0,2,0.6
54,10.6,12.9356222,77.6208278,1.476,0.523,0.0,,1.39,6,0.84,12.9356204,77.620829,1.606,0.323,0.11,,0.0,0.0,True,stationary,0.06,0.28,473,0,2,0.8
55,10.8,12.9356222,77.6208278,1.476,0.523,0.0,,1.2,6,0.04,12.9356203,77.6208291,1.617,0.312,0.1,,0.0,0.0,True,stationary,0.06,0.28,473,0,2,1.01
56,11.0,12.9356222,77.6208278,1.476,0.523,0.0,,1.2,6,0.24,12.935621,77.6208286,1.562,0.39,0.08,,0.0,0.0,True,stationary,0.07,0.28,474,0,2,0.13
57,11.2,12.9356222,77.6208278,1.476,0.523,0.0,,1.2,6,0.44,12.9356209,77.6208286,1.562,0.378,0.07,,0.0,0.0,True,stationary,0.07,0.28,474,0,2,0.33
58,11.4,12.9356222,77.6208278,1.476,0.523,0.0,,1.2,6,0.64,12.9356208,77.6208287,1.573,0.367,0.07,,0.0,0.0,True,stationary,0.07,0.28,474,0,2,0.54
59,11.6,12.9356222,77.6208278,1.476,0.523,0.0,,1.2,6,0.84,12.9356206,77.6208287,1.573,0.345,0.07,,0.0,0.0,True,stationary,0.07,0.28,474,0,2,0.74
60,11.8,12.935616,77.6208325,1.985,-0.167,0.0,,1.39,6,0.04,12.9356205,77.6208287,1.573,0.334,0.07,,0.0,0.0,True,stationary,0.07,0.28,474,0,2,0.94
61,12.0,12.935616,77.6208325,1.985,-0.167,0.0,,1.39,6,0.24,12.935619,77.62083,1.714,0.167,0.09,,0.0,0.0,True,stationary,0.15,0.63,475,0,2,0.07
62,12.2,12.935616,77.6208325,1.985,-0.167,0.0,,1.39,6,0.44,12.9356188,77.6208301,1.725,0.145,0.09,,0.0,0.0,True,stationary,0.15,0.63,475,0,2,0.27
63,12.4,12.935616,77.6208325,1.985,-0.167,0.0,,1.39,6,0.64,12.9356187,77.6208301,1.725,0.134,0.09,,0.0,0.0,True,stationary,0.15,0.63,475,0,2,0.47
64,12.6,12.935616,77.6208325,1.985,-0.167,0.0,,1.39,6,0.84,12.9356185,77.6208302,1.736,0.111,0.08,,0.0,0.0,True,stationary,0.15,0.63,475,0,2,0.67
65,12.8,12.935616,77.6208325,1.985,-0.167,0.0,,1.26,6,0.04,12.9356176,77.620831,1.823,0.011,0.1,,0.0,0.0,True,stationary,0.09,0.36,476,0,2,0.02
66,13.0,12.935616,77.6208325,1.985,-0.167,0.0,,1.26,6,0.25,12.9356174,77.6208311,1.834,-0.011,0.09,,0.0,0.0,True,stationary,0.09,0.36,476,0,2,0.23
67,13.2,12.935616,77.6208325,1.985,-0.167,0.0,,1.26,6,0.44,12.9356174,77.6208311,1.834,-0.011,0.09,,0.0,0.0,True,stationary,0.09,0.36,476,0,2,0.42
68,13.4,12.935616,77.6208325,1.985,-0.167,0.0,,1.26,6,0.64,12.9356173,77.6208312,1.844,-0.022,0.09,,0.0,0.0,True,stationary,0.09,0.36,476,0,2,0.62
69,13.6,12.935616,77.6208325,1.985,-0.167,0.0,,1.26,6,0.84,12.9356171,77.6208313,1.855,-0.045,0.08,,0.0,0.0,True,stationary,0.09,0.36,476,0,2,0.82
70,13.8,12.935617,77.6208247,1.139,-0.056,0.0,,1.26,6,0.04,12.935617,77.6208313,1.855,-0.056,0.08,,0.0,0.0,True,stationary,0.09,0.36,476,0,2,1.02
71,14.0,12.935617,77.6208247,1.139,-0.056,0.0,,1.26,6,0.24,12.9356169,77.6208293,1.638,-0.067,0.07,,0.0,0.0,True,stationary,0.19,0.73,477,0,2,0.15
72,14.2,12.935617,77.6208247,1.139,-0.056,0.0,,1.26,6,0.44,12.9356168,77.6208293,1.638,-0.078,0.06,,0.0,0.0,True,stationary,0.19,0.73,477,0,2,0.35
73,14.4,12.935617,77.6208247,1.139,-0.056,0.0,,1.26,6,0.64,12.9356167,77.6208293,1.638,-0.089,0.06,,0.0,0.0,True,stationary,0.19,0.73,477,0,2,0.55
74,14.6,12.935617,77.6208247,1.139,-0.056,0.0,,1.26,6,0.84,12.9356166,77.6208293,1.638,-0.1,0.06,,0.0,0.0,True,stationary,0.19,0.73,477,0,2,0.75
75,14.8,12.935624,77.6208203,0.662,0.724,0.0,,1.26,6,0.04,12.9356165,77.6208293,1.638,-0.111,0.06,,0.0,0.0,True,stationary,0.19,0.73,477,0,2,0.95
76,15.0,12.935624,77.6208203,0.662,0.724,0.0,,1.26,6,0.24,12.9356186,77.6208267,1.356,0.122,0.04,,0.0,0.0,True,stationary,0.35,1.3,478,0,2,0.08
77,15.2,12.935624,77.6208203,0.662,0.724,0.0,,1.26,6,0.44,12.9356186,77.6208266,1.345,0.122,0.04,,0.0,0.0,True,stationary,0.35,1.3,478,0,2,0.28
78,15.4,12.935624,77.6208203,0.662,0.724,0.0,,1.26,6,0.64,12.9356186,77.6208265,1.334,0.122,0.04,,0.0,0.0,True,stationary,0.35,1.3,478,0,2,0.48
79,15.6,12.935624,77.6208203,0.662,0.724,0.0,,1.26,6,0.84,12.9356185,77.6208265,1.334,0.111,0.04,,0.0,0.0,True,stationary,0.35,1.3,478,0,2,0.68
80,15.8,12.935624,77.6208203,0.662,0.724,0.0,,1.2,6,0.04,12.9356201,77.6208246,1.128,0.289,0.06,,0.0,0.0,True,stationary,0.25,0.9,479,0,2,0.02
81,16.0,12.935624,77.6208203,0.662,0.724,0.0,,1.2,6,0.24,12.9356201,77.6208246,1.128,0.289,0.06,,0.0,0.0,True,stationary,0.25,0.9,479,0,2,0.22
82,16.2,12.935624,77.6208203,0.662,0.724,0.0,,1.2,6,0.44,12.9356201,77.6208245,1.117,0.289,0.05,,0.0,0.0,True,stationary,0.25,0.9,479,0,2,0.42
83,16.4,12.935624,77.6208203,0.662,0.724,0.0,,1.2,6,0.64,12.9356201,77.6208244,1.107,0.289,0.05,,0.0,0.0,True,stationary,0.25,0.9,479,0,2,0.62
84,16.6,12.935624,77.6208203,0.662,0.724,0.0,,1.2,6,0.84,12.9356201,77.6208243,1.096,0.289,0.05,,0.0,0.0,True,stationary,0.25,0.9,479,0,2,0.82
85,16.8,12.9356345,77.6208213,0.77,1.892,1.38,,1.39,6,0.04,12.9356201,77.6208242,1.085,0.289,0.05,,0.0,0.0,True,stationary,0.25,0.9,479,0,2,1.02
86,17.0,12.9356345,77.6208213,0.77,1.892,1.38,,1.39,6,0.24,12.9356432,77.6208243,1.096,2.861,0.6,357.0,-0.031,0.599,True,moving,0.41,1.63,480,0,2,0.13
87,17.2,12.9356345,77.6208213,0.77,1.892,1.38,,1.39,6,0.44,12.9356443,77.6208242,1.085,2.983,0.6,357.0,-0.031,0.599,True,moving,0.41,1.63,480,0,2,0.33
88,17.4,12.9356345,77.6208213,0.77,1.892,1.38,,1.39,6,0.64,12.9356455,77.6208242,1.085,3.117,0.6,357.0,-0.031,0.599,True,moving,0.41,1.63,480,0,2,0.53
89,17.6,12.9356345,77.6208213,0.77,1.892,1.38,,1.39,6,0.84,12.9356466,77.6208241,1.074,3.239,0.6,357.0,-0.031,0.599,True,moving,0.41,1.63,480,0,2,0.73
90,17.8,12.9356405,77.6208287,1.573,2.56,1.07,,1.39,6,0.04,12.9356478,77.6208241,1.074,3.373,0.6,357.0,-0.031,0.599,True,moving,0.41,1.63,480,0,2,0.93
91,18.0,12.9356405,77.6208287,1.573,2.56,1.07,,1.39,6,0.24,12.9356497,77.620825,1.172,3.584,1.03,0.0,0.0,1.03,True,moving,0.27,1.07,481,0,2,0.06
92,18.2,12.9356405,77.6208287,1.573,2.56,1.07,,1.39,6,0.44,12.9356516,77.620825,1.172,3.796,1.03,0.0,0.0,1.03,True,moving,0.27,1.07,481,0,2,0.26
93,18.4,12.9356405,77.6208287,1.573,2.56,1.07,,1.39,6,0.64,12.9356536,77.620825,1.172,4.019,1.03,0.0,0.0,1.03,True,moving,0.27,1.07,481,0,2,0.46
94,18.6,12.9356405,77.6208287,1.573,2.56,1.07,,1.39,6,0.84,12.9356556,77.620825,1.172,4.241,1.03,0.0,0.0,1.03,True,moving,0.27,1.07,481,0,2,0.66
95,18.8,12.9356413,77.6208408,2.886,2.649,1.21,,1.39,6,0.04,12.9356556,77.6208275,1.443,4.241,1.19,0.3,0.006,1.19,True,moving,0.65,2.49,482,0,2,0.02
96,19.0,12.9356413,77.6208408,2.886,2.649,1.21,,1.39,6,0.24,12.9356556,77.6208275,1.443,4.241,1.19,0.3,0.006,1.19,True,moving,0.65,2.49,482,0,2,0.21
97,19.2,12.9356413,77.6208408,2.886,2.649,1.21,,1.39,6,0.44,12.935658,77.6208275,1.443,4.508,1.19,0.3,0.006,1.19,True,moving,0.65,2.49,482,0,2,0.41
98,19.4,12.9356413,77.6208408,2.886,2.649,1.21,,1.39,6,0.64,12.9356603,77.6208275,1.443,4.764,1.19,0.3,0.006,1.19,True,moving,0.65,2.49,482,0,2,0.61
99,19.6,12.9356413,77.6208408,2.886,2.649,1.21,,1.39,6,0.84,12.9356625,77.6208275,1.443,5.009,1.19,0.3,0.006,1.19,True,moving,0.65,2.49,482,0,2,0.81
100,19.8,12.9356413,77.6208408,2.886,2.649,0.0,,1.56,6,0.04,12.9356648,77.6208275,1.443,5.265,1.19,0.3,0.006,1.19,True,moving,0.65,2.49,482,0,2,1.01
101,20.0,12.9356413,77.6208408,2.886,2.649,0.0,,1.56,6,0.24,12.9356631,77.6208295,1.66,5.076,1.03,4.8,0.086,1.026,True,moving,0.76,3.21,483,0,2,0.14
102,20.2,12.9356413,77.6208408,2.886,2.649,0.0,,1.56,6,0.44,12.9356651,77.6208297,1.682,5.299,1.03,4.8,0.086,1.026,True,moving,0.76,3.21,483,0,2,0.34
103,20.4,12.9356413,77.6208408,2.886,2.649,0.0,,1.56,6,0.64,12.9356671,77.6208299,1.703,5.521,1.03,4.8,0.086,1.026,True,moving,0.76,3.21,483,0,2,0.54
104,20.6,12.9356413,77.6208408,2.886,2.649,0.0,,1.56,6,0.84,12.935669,77.6208301,1.725,5.733,1.03,4.8,0.086,1.026,True,moving,0.76,3.21,483,0,2,0.74
105,20.8,12.9356435,77.62086,4.969,2.894,1.29,,1.39,6,0.04,12.9356711,77.6208302,1.736,5.967,1.03,4.8,0.086,1.026,True,moving,0.76,3.21,483,0,2,0.94
106,21.0,12.9356435,77.62086,4.969,2.894,1.29,,1.39,6,0.24,12.9356691,77.6208357,2.333,5.744,1.25,1.4,0.031,1.25,True,moving,1.06,4.6,484,0,2,0.06
107,21.2,12.9356435,77.62086,4.969,2.894,1.29,,1.39,6,0.44,12.9356715,77.6208358,2.343,6.011,1.25,1.4,0.031,1.25,True,moving,1.06,4.6,484,0,2,0.26
108,21.4,12.9356435,77.62086,4.969,2.894,1.29,,1.39,6,0.64,12.9356738,77.6208358,2.343,6.267,1.25,1.4,0.031,1.25,True,moving,1.06,4.6,484,0,2,0.46
109,21.6,12.9356435,77.62086,4.969,2.894,1.29,,1.39,6,0.84,12.9356763,77.6208359,2.354,6.546,1.25,1.4,0.031,1.25,True,moving,1.06,4.6,484,0,2,0.66
110,21.8,12.9356435,77.62086,4.969,2.894,0.0,,1.56,6,0.05,12.9356729,77.6208399,2.788,6.167,1.1,7.0,0.134,1.092,True,moving,1.1,4.7,485,0,2,0.02
111,22.0,12.9356435,77.62086,4.969,2.894,0.0,,1.56,6,0.24,12.9356729,77.6208399,2.788,6.167,1.1,7.0,0.134,1.092,True,moving,1.1,4.7,485,0,2,0.21
112,22.2,12.9356435,77.62086,4.969,2.894,0.0,,1.56,6,0.44,12.9356751,77.6208402,2.821,6.412,1.1,7.0,0.134,1.092,True,moving,1.1,4.7,485,0,2,0.41
113,22.4,12.9356435,77.62086,4.969,2.894,0.0,,1.56,6,0.64,12.9356772,77.6208405,2.853,6.646,1.1,7.0,0.134,1.092,True,moving,1.1,4.7,485,0,2,0.61
114,22.6,12.9356435,77.62086,4.969,2.894,0.0,,1.56,6,0.84,12.9356793,77.6208407,2.875,6.88,1.1,7.0,0.134,1.092,True,moving,1.1,4.7,485,0,2,0.81
115,22.8,12.9356313,77.6208515,4.047,1.536,2.06,,1.39,6,0.04,12.9356814,77.620841,2.908,7.113,1.1,7.0,0.134,1.092,True,moving,1.1,4.7,485,0,2,1.01
116,23.0,12.9356313,77.6208515,4.047,1.536,2.06,,1.39,6,0.24,12.9356791,77.6208425,3.07,6.857,1.97,0.4,0.014,1.97,True,moving,1.39,5.92,486,0,2,0.13
117,23.2,12.9356313,77.6208515,4.047,1.536,2.06,,1.39,6,0.44,12.9356829,77.6208425,3.07,7.28,1.97,0.4,0.014,1.97,True,moving,1.39,5.92,486,0,2,0.33
118,23.4,12.9356313,77.6208515,4.047,1.536,2.06,,1.39,6,0.64,12.9356867,77.6208425,3.07,7.703,1.97,0.4,0.014,1.97,True,moving,1.39,5.92,486,0,2,0.53
119,23.6,12.9356313,77.6208515,4.047,1.536,2.06,,1.39,6,0.84,12.9356905,77.6208426,3.081,8.126,1.97,0.4,0.014,1.97,True,moving,1.39,5.92,486,0,2,0.73
120,23.8,12.9356313,77.6208515,4.047,1.536,0.0,,1.39,6,0.04,12.9356943,77.6208426,3.081,8.549,1.97,0.4,0.014,1.97,True,moving,1.39,5.92,486,0,2,0.93
121,24.0,12.9356313,77.6208515,4.047,1.536,0.0,,1.39,6,0.24,12.9356832,77.6208446,3.298,7.314,1.47,3.1,0.079,1.468,True,moving,1.9,7.49,487,0,2,0.05
122,24.2,12.9356313,77.6208515,4.047,1.536,0.0,,1.39,6,0.44,12.935686,77.6208447,3.309,7.625,1.47,3.1,0.079,1.468,True,moving,1.9,7.49,487,0,2,0.25
123,24.4,12.9356313,77.6208515,4.047,1.536,0.0,,1.39,6,0.64,12.9356888,77.6208449,3.331,7.937,1.47,3.1,0.079,1.468,True,moving,1.9,7.49,487,0,2,0.45
124,24.6,12.9356313,77.6208515,4.047,1.536,0.0,,1.39,6,0.84,12.9356916,77.6208451,3.352,8.249,1.47,3.1,0.079,1.468,True,moving,1.9,7.49,487,0,2,0.65
125,24.8,12.9356465,77.620841,2.908,3.228,0.0,,1.2,6,0.06,12.9356762,77.6208436,3.19,6.534,0.48,359.4,-0.005,0.48,True,moving,1.41,5.36,488,0,2,0.02
126,25.0,12.9356465,77.620841,2.908,3.228,0.0,,1.2,6,0.24,12.9356762,77.6208436,3.19,6.534,0.48,359.4,-0.005,0.48,True,moving,1.41,5.36,488,0,2,0.2
127,25.2,12.9356465,77.620841,2.908,3.228,0.0,,1.2,6,0.44,12.9356772,77.6208436,3.19,6.646,0.48,359.4,-0.005,0.48,True,moving,1.41,5.36,488,0,2,0.4
128,25.4,12.9356465,77.620841,2.908,3.228,0.0,,1.2,6,0.64,12.9356781,77.6208436,3.19,6.746,0.48,359.4,-0.005,0.48,True,moving,1.41,5.36,488,0,2,0.6
129,25.6,12.9356465,77.620841,2.908,3.228,0.0,,1.2,6,0.84,12.935679,77.6208436,3.19,6.846,0.48,359.4,-0.005,0.48,True,moving,1.41,5.36,488,0,2,0.8
130,25.8,12.9356575,77.6208347,2.224,4.453,0.0,,1.74,6,0.04,12.9356799,77.6208436,3.19,6.946,0.48,359.4,-0.005,0.48,True,moving,1.41,5.36,488,0,2,1.0
131,26.0,12.9356575,77.6208347,2.224,4.453,0.0,,1.74,6,0.24,12.9356727,77.6208405,2.853,6.145,0.17,,0.0,0.0,True,stationary,0.51,2.77,489,0,2,0.13
132,26.2,12.9356575,77.6208347,2.224,4.453,0.0,,1.74,6,0.44,12.9356727,77.6208401,2.81,6.145,0.17,,0.0,0.0,True,stationary,0.51,2.77,489,0,2,0.33
133,26.4,12.9356575,77.6208347,2.224,4.453,0.0,,1.74,6,0.64,12.9356728,77.6208398,2.777,6.156,0.16,,0.0,0.0,True,stationary,0.51,2.77,489,0,2,0.53
134,26.6,12.9356575,77.6208347,2.224,4.453,0.0,,1.74,6,0.84,12.9356728,77.6208395,2.745,6.156,0.15,,0.0,0.0,True,stationary,0.51,2.77,489,0,2,0.73
135,26.8,12.9356575,77.6208347,2.224,4.453,0.0,,1.51,6,0.04,12.9356729,77.6208393,2.723,6.167,0.15,,0.0,0.0,True,stationary,0.51,2.77,489,0,2,0.93
136,27.0,12.9356575,77.6208347,2.224,4.453,0.0,,1.51,6,0.24,12.9356646,77.6208367,2.441,5.243,0.4,215.5,-0.232,-0.326,True,stationary,0.32,1.78,490,0,2,0.07
137,27.2,12.9356575,77.6208347,2.224,4.453,0.0,,1.51,6,0.44,12.935664,77.6208362,2.387,5.176,0.38,,0.0,0.0,True,stationary,0.32,1.78,490,0,2,0.27
138,27.4,12.9356575,77.6208347,2.224,4.453,0.0,,1.51,6,0.64,12.9356634,77.6208358,2.343,5.11,0.37,,0.0,0.0,True,stationary,0.32,1.78,490,0,2,0.47
139,27.6,12.9356575,77.6208347,2.224,4.453,0.0,,1.51,6,0.84,12.9356629,77.6208354,2.3,5.054,0.35,,0.0,0.0,True,stationary,0.32,1.78,490,0,2,0.67
